id,opened,closed,updated,status,resp_agcy,category,req_type,req_details,address,district,neighborhood,point,source,media_url
4645083,4/7/15 15:03,,4/8/15 6:28,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Pole - Not_Offensive,"172 GOETTINGEN ST, SAN FRANCISCO, CA, 94134",9,Excelsior,"(37.729541381384, -122.407806560187)",Voice In,
4645073,4/7/15 15:01,,4/15/15 6:58,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Sidewalk_in_front_of_property - Not_Offensive,"2225 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761329524645, -122.419129596155)",Voice In,
4645070,4/7/15 15:00,,4/9/15 8:45,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,100 ft zone requested from 04/18/2015 to 04/18/2015,"436 GATES ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.73785794724, -122.414121294655)",Voice In,
4645034,4/7/15 14:49,,4/23/15 14:45,Open,DPT SignShop Surveyed - Area 1 Queue,Sign Repair,Sign - Defaced,No_Parking - Defaced; support - OK,"1250 HAIGHT ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.770640789687, -122.442827504693)",Voice In,
4645020,4/7/15 14:45,,4/14/15 12:00,Open,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Lifted_sidewalk_other,"317 SENECA AVE, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.721146705126, -122.444944993762)",Voice In,
4644922,4/7/15 14:19,,4/8/15 12:00,Open,DPW BSM Queue,Street Defects,Utility_Excavation,Utility_Excavation,Intersection of 18TH ST and CHURCH ST,8,Castro/Upper Market,"(37.7612895823341, -122.428354118317)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/552449f8df863ce6b4d22b76/report.jpg
4644911,4/7/15 14:18,,5/7/15 17:17,Open,RPD Park Service Area 5 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Buena Vista Park, , SAN FRANCISCO, CA, 94117",8,Haight Ashbury,"(37.768563634, -122.4413796)",Open311,
4644894,4/7/15 14:15,,4/8/15 6:48,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Pole - Not_Offensive,"251 DIVISADERO ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.7712602793, -122.437123292263)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/552448f8df863ce6b4d22b21/report.jpg
4644857,4/7/15 14:08,,4/8/15 12:00,Open,DPW BSM Queue,Street Defects,Construction_Plate_Shifted,Construction_Plate_Shifted,Intersection of 20TH AVE and KIRKHAM ST,4,Outer Sunset,"(37.7597844890426, -122.477936584108)",Voice In,
4644853,4/7/15 14:07,,4/23/15 14:46,Open,DPT SignShop Surveyed - Area 1 Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Other_enter_additional_details_below - Offensive,"78 BUCHANAN ST, SAN FRANCISCO, CA, 94102",8,Western Addition,"(37.770401947003, -122.426658386836)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/552446ebdf863ce6b4d22abd/report.jpg
4644845,4/7/15 14:05,,4/7/15 14:22,Open,RPD Natural Areas Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Weeding,"Billy Goat Hill, , SAN FRANCISCO, CA, 94131",8,Glen Park,"(37.74140813, -122.4331984)",Voice In,
4644826,4/7/15 14:01,,4/9/15 7:04,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Pole - Not_Offensive,Intersection of BEACON ST and DIAMOND ST,8,Noe Valley,"(37.7425925776901, -122.435508841796)",Voice In,
4644824,4/7/15 14:00,,4/9/15 7:03,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Pole - Not_Offensive,"40 BUCHANAN ST, SAN FRANCISCO, CA, 94102",8,Western Addition,"(37.770237395033, -122.426536217091)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55244583df863ce6b4d22a6d/report.jpg
4644812,4/7/15 13:58,,4/7/15 13:58,Open,DPT Meter_Bike Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Bike_rack - Offensive,"15 HERMANN ST, SAN FRANCISCO, CA, 94102",8,Western Addition,"(37.770606083454, -122.425386670291)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/552444eddf863ce6b4d22a45/report.jpg
4644792,4/7/15 13:54,,4/9/15 7:03,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Pole - Not_Offensive,"65 HERMANN ST, SAN FRANCISCO, CA, 94102",8,Western Addition,"(37.770613644081, -122.42615173177)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5524440fdf863ced22a13/report.jpg
4644772,4/7/15 13:51,,4/8/15 6:51,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Pole - Not_Offensive,Intersection of WALLER ST and WEBSTER ST,5,Western Addition,"(37.7713833016957, -122.428614093766)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5524434adf863b4d229e1/report.jpg
4644767,4/7/15 13:50,,4/7/15 14:50,Open,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Other_enter_additional_details_below,"1118 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Noe Valley,"(37.75298945646, -122.427606566655)",Web Self Service,
4644743,4/7/15 13:45,,4/15/15 12:54,Open,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,,Intersection of PAGE ST and WEBSTER ST,5,Western Addition,"(37.7732478074075, -122.428989880791)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55244201df863ce6b4d2299b/report.jpg
4644717,4/7/15 13:42,,4/15/15 8:13,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Corporate_Events,60 ft zone requested from 04/30/2015 to 04/30/2015,"2601 MARIPOSA ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.762937583934, -122.4097434906)",Voice In,
4644693,4/7/15 13:39,,4/9/15 7:02,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Pole - Offensive,"194 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.767932791378, -122.429157771249)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5524408cdf863ce6b4d22946/report.jpg
4644605,4/7/15 13:20,,4/7/15 13:20,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"1501 FOLSOM ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.771633244419, -122.414061669044)",Integrated Agency,
4644603,4/7/15 13:20,,4/7/15 13:20,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"480 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Mission,"(37.763487177168, -122.407510768644)",Integrated Agency,
4644595,4/7/15 13:18,,4/7/15 13:21,Open,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"126 FILLMORE ST, SAN FRANCISCO, CA, 94117",5,Western Addition,"(37.770661644086, -122.429894959639)",Voice In,
4644583,4/7/15 13:15,,4/17/15 12:00,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Sidewalk_in_front_of_property - Not_Offensive,"126 FILLMORE ST, SAN FRANCISCO, CA, 94117",5,Western Addition,"(37.770661644086, -122.429894959639)",Voice In,
4644577,4/7/15 13:14,,4/8/15 12:00,Open,DPW BSM Queue,Street Defects,Manhole_Cover_Off,Manhole_Cover_Off,"2558 43RD AVE, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.738962165965, -122.50103664626)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55243aa6df863ce6b4d228f9/report.jpg
4644563,4/7/15 13:12,,4/9/15 2:30,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"425 2ND AVE, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.780663346076, -122.460099653788)",Voice In,
4644374,4/7/15 12:32,,4/8/15 1:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"204 GIRARD ST, SAN FRANCISCO, CA, 94134",9,Excelsior,"(37.729541662676, -122.405615895082)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/552430cedf863ce6b4d228aa/photo_20150407_123201.jpg
4644347,4/7/15 12:26,,4/8/15 6:56,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Pole - Offensive,"77 BRADY ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.772663886187, -122.419971261365)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55242f6edf863ce6b4d2289d/photo_20150407_122515.jpg
4644329,4/7/15 12:24,,4/7/15 12:24,Open,311 HA SR Queue,SFHA Requests,SFHA Priority - Urgent,Plumbers,"4101 NORIEGA ST, Apt 6, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.752612887444, -122.507750746524)",Voice In,
4644323,4/7/15 12:23,,4/8/15 6:55,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Signal_box - Offensive,"398 EDDY ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.784053875503, -122.413943018036)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55242e8fdf863ce6b4d22878/photo_20150407_122232.jpg
4644315,4/7/15 12:21,,4/15/15 8:22,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,30 ft zone requested from 05/01/2015 to 05/01/2015,"2363 LARKIN ST, SAN FRANCISCO, CA, 94109",2,Russian Hill,"(37.799719387182, -122.420984043064)",Voice In,
4644271,4/7/15 12:11,,4/7/15 12:11,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"2742 JUDAH ST, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.761176137068, -122.491393858122)",Integrated Agency,
4644267,4/7/15 12:11,,4/7/15 12:11,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"725 IRVING ST, SAN FRANCISCO, CA, 94122",5,Inner Sunset,"(37.76382000264, -122.465675837675)",Integrated Agency,
4644234,4/7/15 12:05,,4/8/15 12:00,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Sidewalk_in_front_of_property - Not_Offensive,"30 OTIS ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.772829034632, -122.419234787622)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55242a58df863ce6b4d22826/photo_20150407_120405.jpg
4644227,4/7/15 12:03,,4/9/15 7:11,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Sidewalk_in_front_of_property - Not_Offensive,"30 OTIS ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.772829034632, -122.419234787622)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55242a0fdf863ce6b4d2281c/photo_20150407_120259.jpg
4644191,4/7/15 11:51,,4/9/15 7:16,Open,DPW BSM Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,,Intersection of PAGE ST and WEBSTER ST,5,Western Addition,"(37.7732478074075, -122.428989880791)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5524272cdf863ce6b4d227fc/report.jpg
4644181,4/7/15 11:49,,4/8/15 6:20,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Signal_box - Not_Offensive,Intersection of PINE ST and VAN NESS AVE,3,Nob Hill,"(37.7894119211754, -122.422135042074)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/552426a0df863ce6b4d227f2/photo_20150407_114718.jpg
4644178,4/7/15 11:48,,4/9/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,,Intersection of CHURCH ST and DUBOCE AVE,8,Western Addition,"(37.7694561645459, -122.429128105966)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5524268fdf863ce6b4d227e8/report.jpg
4644172,4/7/15 11:47,,4/15/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,,"134 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.768909204768, -122.429128102475)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55242640df863ce6b4d227d4/report.jpg
4644169,4/7/15 11:46,,4/7/15 11:49,Open,311 HA SR Queue,SFHA Requests,SFHA Priority - Urgent,Electricians,"828 PACIFIC AVE, Apt B, SAN FRANCISCO, CA, 94133",3,Chinatown,"(37.797024732681, -122.409350219144)",Voice In,
4644165,4/7/15 11:46,,4/15/15 12:00,Open,DPW BSM Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Construction_materials blocking sidewalk,"2170 VALLEJO ST, SAN FRANCISCO, CA, 94123",2,Pacific Heights,"(37.795604529443, -122.432986758799)",Voice In,
4644162,4/7/15 11:46,,4/15/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,,Intersection of CHURCH ST and RESERVOIR ST,8,Castro/Upper Market,"(37.7686745067192, -122.429053823146)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/552425e4df863ce6b4d227c0/report.jpg
4644153,4/7/15 11:43,,4/15/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,,"134 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.768909204768, -122.429128102475)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55242564df863ce6b4d227a2/report.jpg
4644151,4/7/15 11:43,,4/7/15 12:00,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Sidewalk_structure - Offensive,"1460 PINE ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,"(37.789811216553, -122.41985302202)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55242544df863ce6b4d22798/photo_20150407_114232.jpg
4644129,4/7/15 11:38,,4/14/15 3:57,Open,DPW BSM Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,News_rack - Not_Offensive,"1461 PINE ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,"(37.789594222208, -122.419705554339)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55242433df863ce6b4d22766/photo_20150407_113825.jpg
4644128,4/7/15 11:38,,4/23/15 9:46,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Corporate_Events,150 ft zone requested from 05/06/2015 to 05/06/2015,"300 FUNSTON AVE, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.782303159019, -122.471734364377)",Voice In,
4644099,4/7/15 11:32,,4/9/15 9:35,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Other_Event_Type,40 ft zone requested from 04/15/2015 to 04/18/2015,"2275 SUTTER ST, SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.785394497124, -122.437714189972)",Voice In,
4644079,4/7/15 11:29,,4/7/15 12:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"989 POST ST, SAN FRANCISCO, CA, 94109",6,Downtown/Civic Center,"(37.786950171705, -122.417971533579)",Voice In,
4644053,4/7/15 11:23,,4/8/15 12:00,Open,DPW BSM Queue,Street Defects,Utility_Excavation,Utility_Excavation,"1243 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Mission,"(37.75238663512, -122.405923707761)",Voice In,
4644049,4/7/15 11:22,,4/9/15 7:09,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Sidewalk_structure - Offensive,"2418 PACIFIC AVE, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.793343264831, -122.435621968364)",Voice In,
4644032,4/7/15 11:17,,4/8/15 12:00,Open,DPW BSM Queue,Graffiti Public Property,Offensive Graffiti on Public Property,News_rack - Offensive,Intersection of MCALLISTER ST and VAN NESS AVE,5,Downtown/Civic Center,"(37.7800746171772, -122.42024702316)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55241f1ddf863ce6b4d22746/photo_20150407_111621.jpg
4644028,4/7/15 11:16,,4/7/15 11:16,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of BUSH ST and MASON ST,3,Downtown/Civic Center,"(37.7899515063089, -122.410433298686)",Open311,
4644019,4/7/15 11:14,,4/7/15 11:16,Open,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,"216 EWING TER, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.780294384045, -122.449122655846)",Voice In,
4644007,4/7/15 11:11,,4/7/15 11:11,Open,DPT Color Curb Queue,Color Curb,Green_Fee Color Curb Request,Green_Fee zone for Retail,Intersection of 3RD ST and BRANNAN ST,6,South of Market,"(37.7800897653189, -122.394299956877)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=4644007
4644000,4/7/15 11:11,,4/7/15 11:11,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"415 BRANNAN ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.779658910984, -122.394582380612)",Integrated Agency,
4643999,4/7/15 11:11,,4/7/15 11:11,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"524 TARAVAL ST, SAN FRANCISCO, CA, 94116",7,Parkside,"(37.74337166855, -122.471865469356)",Integrated Agency,
4643937,4/7/15 10:58,,4/9/15 7:01,Open,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,,Intersection of CHURCH ST and RESERVOIR ST,8,Castro/Upper Market,"(37.7686745067192, -122.429053823146)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55241adadf863ce6b4d22715/report.jpg
4643930,4/7/15 10:56,,4/8/15 0:05,Open,DPT Paint Shop Queue,General Requests,mta - parking_traffic_other - complaint,mta - parking_traffic_other - complaint,Intersection of LOMBARD ST and POLK ST,2,Russian Hill,"(37.8015580542974, -122.422901963264)",Voice In,
4643928,4/7/15 10:55,,4/8/15 6:55,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Signal_box - Not_Offensive,Intersection of 11TH ST and FOLSOM ST,6,South of Market,"(37.7718636151643, -122.414026570892)",Voice In,
4643918,4/7/15 10:53,,4/8/15 6:52,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Pole - Not_Offensive,Intersection of 11TH ST and FOLSOM ST,6,South of Market,"(37.7718636151643, -122.414026570892)",Voice In,
4643905,4/7/15 10:50,,4/14/15 11:57,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Other_Event_Type,120 ft zone requested from 04/20/2015 to 04/20/2015,"101 GROVE ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.77826012118, -122.418681490764)",Voice In,
4643904,4/7/15 10:50,,4/7/15 10:54,Open,DPW - Bureau of Street Use and Mapping - G,General Requests,dpw - bsm - customer_callback,dpw - bsm - customer_callback,"1049 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.756384493623, -122.416463561447)",Voice In,
4643902,4/7/15 10:50,,4/8/15 6:22,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Signal_box - Offensive,"501 BROADWAY, SAN FRANCISCO, CA, 94133",3,Chinatown,"(37.797842796463, -122.405711653216)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/552418ecdf863ce6b4d22706/SCF__20150407_104419-1442102658.jpg
4643884,4/7/15 10:46,,4/7/15 13:10,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"800 BUSH ST, SAN FRANCISCO, CA, 94108",3,Nob Hill,"(37.790026269751, -122.410696370815)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55241808df863ce6b4d226f2/report.jpg
4643870,4/7/15 10:41,,4/7/15 10:52,Open,RPD Park Service Area 1 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Horticultural_Bushes_Plants,"Telegraph Hill/Pioneer Park, , SAN FRANCISCO, CA, 94133",3,North Beach,"(37.802784165, -122.4058353)",Open311,
4643845,4/7/15 10:35,,4/7/15 12:25,Open,PUC Sewer Ops,Sewer Issues,Flooding,On_street,"33 FALMOUTH ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.778986742991, -122.404037325115)",Voice In,
4643829,4/7/15 10:31,,4/8/15 12:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"33 FALMOUTH ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.778986742991, -122.404037325115)",Voice In,
4643767,4/7/15 10:21,,4/7/15 10:22,Open,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,"33 FALMOUTH ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.778986742991, -122.404037325115)",Voice In,
4643739,4/7/15 10:14,,4/7/15 12:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1755 PINE ST, SAN FRANCISCO, CA, 94109",2,Western Addition,"(37.788957425573, -122.424722464481)",Voice In,
4643722,4/7/15 10:10,,4/8/15 12:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,Intersection of BUSH ST and VAN NESS AVE,3,Nob Hill,"(37.7884895281133, -122.421948485141)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55240f7adf863ce6b4d226ba/photo_20150407_100951.jpg
4643715,4/7/15 10:09,,4/8/15 6:20,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Pole - Offensive,Intersection of FERN ST and VAN NESS AVE,2,Western Addition,"(37.7880012977202, -122.421954886089)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55240f42df863ce6b4d226a4/photo_20150407_100859.jpg
4643708,4/7/15 10:08,,4/7/15 10:08,Open,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,"50 LECH WALESA ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.777951743898, -122.41894155634)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55240ef7df863ce6b4d2268d/report.jpg
4643705,4/7/15 10:07,,4/9/15 11:49,Open,DPW BSM Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,News_rack - Not_Offensive,Intersection of SUTTER ST and VAN NESS AVE,3,Downtown/Civic Center,"(37.7875482452985, -122.421757982744)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55240ededf863ce6b4d22683/photo_20150407_100726.jpg
4643674,4/7/15 10:01,,4/14/15 11:20,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,30 ft zone requested from 04/17/2015 to 04/17/2015,"2390 HYDE ST, SAN FRANCISCO, CA, 94109",2,Russian Hill,"(37.802751354252, -122.419604339085)",Voice In,
4643654,4/7/15 9:56,,4/8/15 12:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Storage,"11 GROVE ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.77856743021, -122.415457735194)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55240c30df863ce6b4d2264a/report.jpg
4643583,4/7/15 9:40,,4/20/15 14:11,Open,DPT Meter_Bike Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Bike_rack - Offensive,"483 BROADWAY, SAN FRANCISCO, CA, 94133",3,Financial District,"(37.797995114943, -122.405208857867)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55240871df863ce6b4d22610/SCF__20150407_092925-1442102658.jpg
4643567,4/7/15 9:36,,4/7/15 10:15,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"41 SHERIDAN ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.772551212678, -122.411151476582)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5524079adf863ce6b4d22606/photo_20150407_093626.jpg
4643544,4/7/15 9:31,,4/8/15 6:21,Open,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Building_commercial - Offensive,"1030 KEARNY ST, SAN FRANCISCO, CA, 94133",3,Financial District,"(37.797627031014, -122.405256064987)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55240637df863ce6b4d225ee/SCF__20150407_092621788788771.jpg
4643534,4/7/15 9:28,,4/7/15 9:53,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"304 SHOTWELL ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763235492533, -122.41632212585)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=4643534
4643533,4/7/15 9:28,,4/8/15 12:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"1661 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.77132790092, -122.419329141602)",Voice In,
4643524,4/7/15 9:26,,4/8/15 12:00,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"815 HYDE ST, SAN FRANCISCO, CA, 94109",3,Downtown/Civic Center,"(37.788505358387, -122.417256174717)",Voice In,
4643475,4/7/15 9:13,,4/7/15 9:13,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"4626 MISSION ST, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.724363508667, -122.43540767631)",Integrated Agency,
4643474,4/7/15 9:13,,4/7/15 9:13,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"33 FALMOUTH ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.778986742991, -122.404037325115)",Integrated Agency,
4643471,4/7/15 9:12,,4/7/15 9:12,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"969 FOLSOM ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.778978967465, -122.404758681552)",Integrated Agency,
4643470,4/7/15 9:12,,4/7/15 9:12,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"5137 MISSION ST, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.71660164565, -122.440701182999)",Integrated Agency,
4643469,4/7/15 9:12,,4/7/15 9:12,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"5050 MISSION ST, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.717563392638, -122.440370324264)",Integrated Agency,
4643468,4/7/15 9:12,,4/7/15 9:12,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"3424 19TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.7604008272, -122.419873813475)",Integrated Agency,
